ticker,as_of,sector,industry,market_cap,pe,forward_pe,peg,ps,pb,pfcf,roe,roa,roi,gross_margin,oper_margin,net_margin,eps_growth,eps_growth_next_y,eps_growth_5y,eps_growth_past5y,sales_growth,debt_equity,lt_debt_equity,current_ratio,quick_ratio,dividend_yield,insider_own,inst_own,short_float,promoter_holding,pledged_pct
20MICRONS,2026-08-01,,,679.0,9.98,,1.5329072006678002,0.7139852786540484,1.4014598540145986,,14.5,9.006622516556291,17.3,,13.0,7.150368033648791,6.510505003598577,,14.397104082317004,,6.967825186081611,0.32231404958677684,,,,0.65,,,,45.04,
21STCENMGM,2026-08-01,,,42.2,,,,,1.2761904761904763,,-57.2,-60.0,-57.0,,17.0,141.1764705882353,,,,,,0.0,,,,0.0,,,,64.43,
360ONE,2026-08-01,Financial Services,,46194.0,36.6,,3.1676704497060517,9.996537545985717,4.690082644628099,,14.4,4.6395353112017945,12.1,,62.0,27.310106037654187,11.554232228733374,,13.828004431662011,,16.520266837828657,1.6196624644164295,,,,1.06,,,,6.2,
3BBLACKBIO,2026-08-01,,,1070.0,18.3,,0.7180520684650672,7.535211267605634,3.298941798941799,,19.8,15.873015873015872,25.5,,40.0,42.25352112676056,25.485616995879855,,-14.754439580276236,,31.815217817383367,0.009230769230769232,,,,0.32,,,,40.95,
3IINFOLTD,2026-08-01,,,481.0,12.8,,,0.6861626248216833,1.2608695652173914,,11.1,5.13595166163142,13.0,,-1.4,4.850213980028531,,,,,-4.8596953617423,0.16272965879265092,,,,0.0,,,,,
3MINDIA,2026-08-01,Diversified,,39011.0,63.8,,2.058420372991891,9.319397993311037,18.161070304302203,,30.5,18.811576354679804,40.5,,19.0,14.596273291925465,30.994640762939696,,13.668517088739375,,7.859332268287411,0.008383791336748951,,,,0.46,,,,75.0,
3PLAND,2026-08-01,,,57.1,25.1,,3.28079526964646,11.871101871101873,0.5456110154905336,,1.78,2.0210113960113962,2.38,,64.86,47.19334719334719,7.650584061804255,,14.50860244617913,,10.551598391641592,-0.0,,,,0.0,,,,73.3,
5PAISA,2026-08-01,,,1634.0,37.0,,,4.951515151515151,2.528985507246377,,7.05,2.3072889355007864,9.93,,31.0,13.333333333333334,-6.751040897088812,,24.758866337639972,,-5.817051709308241,0.5839753466872111,,,,0.0,,,,36.5,
63MOONS,2026-08-01,,,4292.0,,,,20.245283018867923,1.2075226977950713,,-1.6,-1.389246205299717,-3.71,,-133.0,-25.471698113207548,,,,,-9.916354194002054,0.0008445945945945946,,,,0.13,,,,45.63,
A2ZINFRA,2026-08-01,,,276.0,38.0,,,0.7150259067357513,5.551601423487544,,15.4,1.0845986984815619,16.3,,2.2,1.2953367875647668,,,,,3.4158944565019222,1.9795918367346939,,,,0.0,,,,27.92,
AAATECH,2026-08-01,,,115.0,55.7,,,5.642787046123651,3.7095435684647304,,6.67,6.309341500765697,8.93,,8.15,10.107948969578018,-10.423803224601336,,12.586721789861443,,1.8667342621387029,0.0,,,,1.68,,,,34.38,
AADHARHFC,2026-08-01,Financial Services,,21723.0,18.8,,1.653863637921693,,2.8728323699421967,,15.9,4.164385561516844,11.4,,,,11.367321687793307,,18.406317602248624,,,,,,,0.0,,,,64.66,
AAKASH,2026-08-01,,,90.6,17.8,,,0.8796116504854369,1.5143824027072756,,11.2,5.747126436781609,12.6,,14.0,4.854368932038835,,,,,,0.23333333333333334,,,,0.0,,,,66.54,
AARNAV,2026-08-01,,,132.0,14.5,,0.826490355919675,0.2920353982300885,0.6752688172043011,,4.88,2.261306532663317,7.63,,7.0,1.991150442477876,17.544064363419174,,-19.03964008349901,,7.981161688843574,0.5561224489795918,,,,0.0,,,,66.53,
AARON,2026-08-01,,,284.0,41.5,,6.378017474279958,3.086621019454407,5.862068965517242,,15.0,7.457775828032462,18.7,,19.33,7.390501032496467,6.50672409841353,,27.62108295221577,,18.10563467098123,0.5705470999588645,,,,0.44,,,,73.07,
AARTIDRUGS,2026-08-01,Healthcare,,3858.0,20.0,,5.060050129745958,1.4406273338312172,2.488235294117647,,13.4,6.785079928952042,11.9,,12.0,7.132188200149366,3.952530011991029,,-1.0988635160692817,,1.9265319928296831,0.3724983860555197,,,,0.47,,,,54.43,
AARTIIND,2026-08-01,Chemicals,,17741.0,34.0,,4.042285667842575,1.9690344062153162,2.981707317073171,,7.13,3.992781412136251,6.85,,15.0,5.893451720310766,8.411082935201431,,-14.852459754172752,,12.246393337593586,0.8339210747271201,,,,0.2,,,,41.82,
AARTIPHARM,2026-08-01,Healthcare,,6050.0,34.2,,,3.326003298515668,2.8504273504273505,,8.59,5.0258472142446875,10.7,,20.0,9.620670698185817,-3.3590304331914456,,,,-2.207766664168098,0.3549905838041431,,,,0.75,,,,42.86,
AARTISURF,2026-08-01,,,340.0,27.5,,,0.3958090803259604,1.3875432525951557,,5.17,2.321083172147002,8.53,,5.0,1.3969732246798603,-0.8097521382163131,,-10.543078739743239,,12.643524492559276,0.4262295081967213,,,,0.25,,,,49.84,
AARVI,2026-08-01,,,233.0,13.0,,1.9549985252628628,0.35846153846153844,1.6371220020855057,,13.4,7.59493670886076,14.4,,3.5,2.769230769230769,6.64962138437013,,10.943724300935664,,14.15036554050304,0.19014084507042253,,,,1.28,,,,73.36,
AASTHA,2026-08-01,,,337.0,14.2,,0.08456601958606705,0.7607223476297968,,,16.9,7.0588235294117645,19.0,,12.0,5.417607223476298,167.91614491856214,,41.76139999991866,,22.83871794035257,0.6645962732919255,,,,0.0,,,,53.21,
AAVAS,2026-08-01,Financial Services,,10782.0,22.0,,1.1584349619889764,,2.851153039832285,,13.9,2.9723348870997035,9.91,,,,18.99113953037732,,22.429917138052357,,,,,,,0.0,,,,48.88,
