ticker,as_of,sector,industry,market_cap,pe,forward_pe,peg,ps,pb,pfcf,roe,roa,roi,gross_margin,oper_margin,net_margin,eps_growth,eps_growth_next_y,eps_growth_5y,eps_growth_past5y,sales_growth,debt_equity,lt_debt_equity,current_ratio,quick_ratio,dividend_yield,insider_own,inst_own,short_float,promoter_holding,pledged_pct
20MICRONS,2026-09-19,,,735.0,10.8,,1.6588574917046335,0.7728706624605678,1.5182481751824817,,14.5,9.006622516556291,17.3,,13.0,7.150368033648791,6.510505003598577,,14.397104082317004,,6.967825186081611,0.32231404958677684,,,,0.6,,,,45.04,
21STCENMGM,2026-09-19,,,40.9,,,,,1.2380952380952381,,-57.2,-42.5,-57.0,,162.0,154.54545454545453,,,,,,0.0,,,,0.0,,,,64.43,
360ONE,2026-09-19,Financial Services,,43773.0,34.7,,3.003228541114754,9.472624972949578,4.433884297520661,,14.4,4.6398764660465455,12.1,,62.0,27.310106037654187,11.554232228733374,,13.828004431662011,,16.520266837828657,1.6196624644164295,,,,1.12,,,,6.2,
3BBLACKBIO,2026-09-19,,,1132.0,20.4,,1.0177080441823274,7.398692810457517,3.4894179894179893,,19.8,14.814814814814813,25.5,,35.0,36.60130718954248,20.045041519142437,,8.569952266118186,,27.39525047802285,0.009230769230769232,,,,0.38,,,,40.95,
3MINDIA,2026-09-19,Diversified,,38425.0,62.8,,2.0261567307819868,9.179407548972767,17.888247639034628,,30.5,18.811576354679804,40.5,,19.0,14.596273291925465,30.994640762939696,,13.668517088739375,,7.859332268287411,0.008383791336748951,,,,0.47,,,,75.0,
3PLAND,2026-09-19,,,56.0,24.6,,3.2154407822033035,11.642411642411643,0.5352839931153184,,1.78,2.0210113960113962,2.38,,64.86,47.19334719334719,7.650584061804255,,14.50860244617913,,10.551598391641592,0.0,,,,0.0,,,,73.3,
5PAISA,2026-09-19,,,1507.0,34.1,,,4.566666666666666,2.3260869565217392,,7.04,2.3072889355007864,9.94,,31.0,13.333333333333334,-6.751040897088812,,24.758866337639972,,-5.817051709308241,0.5839753466872111,,,,0.0,,,,36.5,
63MOONS,2026-09-19,,,4077.0,,,,12.820754716981131,1.1478599221789882,,-1.98,-2.548918640576725,-3.7,,-94.0,-31.132075471698112,,,,,-4.8372644152035456,0.0014076576576576576,,,,0.23,,,,45.63,
A2ZINFRA,2026-09-19,,,264.0,62.5,,,0.7252747252747253,5.302491103202847,,15.4,1.0845986984815619,16.3,,0.7,1.3736263736263736,,,,,-2.1058921832264765,1.9795918367346939,,,,0.0,,,,27.92,
AAATECH,2026-09-19,,,112.0,53.6,,,5.782137325761487,3.609958506224066,,6.67,6.372549019607843,8.96,,8.0,10.738255033557047,-13.465025781555495,,-2.4083220901683244,,-1.3725584894846543,0.0,,,,1.15,,,,34.38,
AADHARHFC,2026-09-19,Financial Services,,20238.0,17.6,,1.548297873799032,,2.6705202312138727,,15.9,4.164385561516844,11.4,,,,11.367321687793307,,18.406317602248624,,,,,,,0.0,,,,64.66,
AAKASH,2026-09-19,,,89.9,17.7,,,0.8728155339805825,1.50253807106599,,11.2,5.747126436781609,12.6,,14.0,4.854368932038835,,,,,,0.23333333333333334,,,,0.0,,,,66.54,
