ticker,as_of,sector,industry,market_cap,pe,forward_pe,peg,ps,pb,pfcf,roe,roa,roi,gross_margin,oper_margin,net_margin,eps_growth,eps_growth_next_y,eps_growth_5y,eps_growth_past5y,sales_growth,debt_equity,lt_debt_equity,current_ratio,quick_ratio,dividend_yield,insider_own,inst_own,short_float,promoter_holding,pledged_pct
DRI,2026-08-22,Consumer Cyclical,Restaurants,25160000000.0,21.33,17.86,2.13,1.9,11.45,23.03,53.72,8.36,12.99,17.43,12.17,9.13,6.09,9.95,8.4,16.79,12.92,3.63,3.21,0.31,0.21,2.95,0.29,101.42,5.43,,
DT,2026-08-22,Technology,Software - Application,14250000000.0,97.97,21.69,1.3,6.8,5.84,24.97,5.88,3.7000000000000006,5.85,81.35,13.03,7.22,16.64,14.61,16.63,15.17,23.47,0.06,0.06,1.12,1.12,,0.77,105.54999999999998,4.02,,
DTE,2026-08-22,Utilities,Utilities - Regulated Electric,28140000000.0,21.36,16.19,2.33,1.72,2.32,,11.01,2.47,3.43,16.03,12.64,8.05,4.79,8.29,6.96,-0.08,5.8,2.29,2.15,0.8,0.53,3.52,0.44,83.26,2.59,,
DTM,2026-08-22,Energy,Oil & Gas Midstream,12930000000.0,27.8,25.29,2.76,9.87,2.71,24.35,9.9,4.64,5.75,53.05,49.69,35.73,9.98,5.98,9.17,5.96,10.51,0.71,0.7,1.37,1.37,2.76,0.55,88.18,4.03,,
DUK,2026-08-22,Utilities,Utilities - Regulated Electric,93450000000.0,17.98,16.71,2.47,2.81,1.74,,9.91,2.68,3.8,31.370000000000005,26.619999999999997,15.61,6.36,6.88,6.76,29.7,6.2,1.68,1.52,0.66,0.43,3.64,0.13,71.67,2.11,,
DUOL,2026-08-22,Technology,Software - Application,6840000000.0,17.53,43.71,,5.97,4.84,16.76,34.42,22.72,27.46,72.22,14.21,35.87,-67.6,20.84,-21.71,,45.03,0.06,0.06,2.72,2.72,,15.120000000000001,85.59,18.29,,
DV,2026-08-22,Communication Services,Advertising Agencies,2060000000.0,36.94,23.43,0.9,2.68,1.88,12.85,5.39,4.52,4.96,74.44,12.689999999999998,7.66,45.13,30.5,26.13,18.42,25.13,0.1,0.08,4.5,4.5,,13.23,94.21,7.82,,
DVA,2026-08-22,Healthcare,Medical Care Facilities,11090000000.0,14.66,10.19,0.45,0.79,,6.89,635.3,4.67,6.81,27.29,14.93,5.87,37.71,14.9,22.62,8.29,3.39,,,1.47,1.41,,2.07,93.75,6.86,,
DVN,2026-08-22,Energy,Oil & Gas E&P,54010000000.0,11.63,9.73,0.7,2.73,1.35,35.6,11.55,6.41,6.31,27.089999999999996,24.36,16.55,30.95,-1.68,13.96,,31.53,0.28,0.25,0.72,0.67,2.34,1.58,93.53,2.79,,
DXC,2026-08-22,Technology,Information Technology Services,1730000000.0,15.3,3.65,2.92,0.14,0.57,1.38,3.9800000000000004,0.9399999999999998,1.91,14.000000000000002,1.59,0.9899999999999999,-19.74,14.07,1.25,,-6.54,1.37,1.12,1.41,1.41,,2.24,113.91,18.18,,
