ticker,as_of,sector,industry,market_cap,pe,forward_pe,peg,ps,pb,pfcf,roe,roa,roi,gross_margin,oper_margin,net_margin,eps_growth,eps_growth_next_y,eps_growth_5y,eps_growth_past5y,sales_growth,debt_equity,lt_debt_equity,current_ratio,quick_ratio,dividend_yield,insider_own,inst_own,short_float,promoter_holding,pledged_pct
3BFILMS,2026-09-12,,,36.8,20.0,,1.0082614785857398,0.6132311281453091,0.6930232558139535,,4.16,1.0200121957979933,4.9,,18.46,3.066155640726546,19.83612428400363,,56.03727114243022,,-5.80386990253926,1.8890560361037982,,,,0.0,,,,69.97,
3CIT,2026-09-12,,,10.2,17.6,,,0.17444843509492047,0.7692307692307692,,4.46,1.5057113187954307,5.12,,2.14,0.9919616897554301,-68.82012355565426,,-74.322392483545,,-1.898118244496938,0.03162650602409638,,,,0.0,,,,51.67,
AAKAAR,2026-09-12,,,89.3,13.4,,,1.3336320191158901,1.6363636363636365,,17.1,8.36061445479728,18.5,,15.41,9.916367980884111,-46.54795294060173,,-38.65829874335803,,26.882628015267663,0.33968835930339136,,,,0.0,,,,67.05,
AAPLUSTRAD,2026-09-12,,,29.9,66.5,,2.558469197738943,3.686806411837238,0.6795580110497237,,1.03,0.9384775808133471,1.55,,-6.91,5.548705302096178,25.99210498948732,,14.869835499703509,,-20.792391680083476,0.03323469155474618,,,,0.0,,,,3.82,
AARADHYA,2026-09-12,,,200.0,33.0,,,1.3245033112582782,2.577132486388385,,20.6,4.545454545454546,16.9,,8.0,3.9735099337748347,0.0,,29.453875620531523,,22.076748010113477,0.5128205128205128,,,,0.0,,,,70.58,
AASHKA,2026-09-12,,,199.0,70.0,,,8.648413733159495,1.9274376417233559,,2.8,2.8832872928176796,4.05,,22.77,14.515428074750107,,,-8.907999870052418,,6.70355314534703,0.07979083954681901,,,,0.0,,,,61.34,
AATMAJ,2026-09-12,,,42.0,58.4,,,1.8641810918774966,0.8266666666666668,,1.43,0.9262883235485974,3.6,,10.65,3.1513537505548155,-56.04351636246919,,-60.064839619324275,,-1.7286718358146547,0.4137320480031478,,,,0.0,,,,64.33,
AAYUSHBULL,2026-09-12,,,1930.0,245.0,,3.002649746969954,8.935185185185185,31.738035264483624,,13.9,6.4,18.9,,5.0,3.7037037037037033,81.59459832011223,,,,155.1742221697941,0.0,,,,0.0,,,,24.63,
ABH,2026-09-12,,,71.7,12.5,,0.48534162727498065,1.3895348837209303,,,39.6,6.614284038935148,19.9,,28.76,10.930232558139535,25.755054373108322,,,,20.91268600628129,3.17358708189158,,,,0.0,,,,69.99,
ABHAPOWER,2026-09-12,,,44.5,18.1,,,0.7152041144326583,0.8362369337979094,,4.72,2.8751753155680224,7.01,,8.61,3.953712632594021,-64.32398812488603,,,,4.387274890957649,0.36829268292682926,,,,0.0,,,,72.52,
ABRFL,2026-09-12,,,20.0,8.52,,,0.17857142857142858,0.860310421286031,,14.8,5.263157894736842,14.2,,3.7,1.7857142857142856,-38.82717980284396,,,,50.28006039632105,0.6086956521739131,,,,0.0,,,,67.33,
ABRIL,2026-09-12,,,25.0,16.6,,,0.38426068244697204,1.0503355704697988,,8.89,5.877742946708464,12.3,,3.24,2.305564094681832,,,,,,0.025651808242220353,,,,0.0,,,,61.71,
ABSMARINE,2026-09-12,,,776.0,9.87,,,2.4326018808777428,2.4881889763779528,,29.0,10.91644204851752,20.7,,47.0,25.391849529780565,,,,,42.17478104394821,1.2083333333333333,,,,0.0,,,,63.96,
ACCELERATE,2026-09-12,,,43.8,67.3,,,6.329479768786126,10.854700854700855,,16.2,3.9133052378085496,,,21.53,9.39306358381503,,,,,,2.6184538653366585,,,,0.24,,,,71.02,
ACCENTMIC,2026-09-12,,,1741.0,39.7,,1.309526896554028,4.988538681948424,6.3130434782608695,,18.6,13.664596273291925,24.9,,16.0,12.607449856733524,30.316292169690517,,13.279160837620974,,21.000286957426017,0.0036231884057971015,,,,0.14,,,,53.02,
ACCORD,2026-09-12,,,73.0,54.9,,0.8508253105389186,1.9826181423139597,4.392523364485982,,9.36,6.884057971014493,9.24,,2.39,3.6121673003802286,64.52558394769187,,4.0528129052160855,,22.25582984669865,0.04774714189643577,,,,0.0,,,,31.99,
