Symbol,Exchange,ScripCode,Company Name,ISIN Code,Segment,YF
MAIDEN,BSE,543874,Maiden Forgings Ltd,INE0O1T01010,BSE SME,MAIDEN.BO
MALA,BSE,544835,Shree Balaji (Mala) Textiles Ltd,INE1N3Y01016,BSE SME,MALA.BO
MALPANI,BSE,544351,Malpani Pipes And Fittings Ltd,INE0YON01014,BSE SME,MALPANI.BO
MANAS,BSE,540402,Manas Properties Ltd,INE800W01019,BSE SME,MANAS.BO
MANGALCOMP,BSE,544287,Mangal Compusolution Ltd,INE0RU901015,BSE SME,MANGALCOMP.BO
MANIVENI,BSE,544768,M.R.Maniveni Foods Ltd,INE0YD301010,BSE SME,MANIVENI.BO
MANOJJEWEL,BSE,544400,Manoj Jewellers Ltd,INE0MV001018,BSE SME,MANOJJEWEL.BO
MARCLOIRE,BSE,544437,Marc Loire Fashions Ltd,INE0TBQ01014,BSE SME,MARCLOIRE.BO
MCFL,BSE,544106,Mayank Cattle Food Ltd,INE0R5Z01015,BSE SME,MCFL.BO
MCPL,BSE,544073,Manoj Ceramic Ltd,INE0A6N01026,BSE SME,MCPL.BO
MDRC,BSE,544673,Modern Diagnostic & Research Centre Ltd,INE1HK501016,BSE SME,MDRC.BO
MEHUL,BSE,544472,Mehul Colours Ltd,INE1KH601014,BSE SME,MEHUL.BO
METAINFO,BSE,544441,Meta Infotech Ltd,INE162901016,BSE SME,METAINFO.BO
METHODHUB,BSE,544637,Methodhub Software Ltd,INE0QZR01017,BSE SME,METHODHUB.BO
MHEL,BSE,540150,Mewar Hi-Tech Engineering Ltd,INE957U01011,BSE SME,MHEL.BO
MILEFUR,BSE,541337,Milestone Furniture Ltd,INE424Z01011,BSE SME,MILEFUR.BO
MILLWORKS,BSE,544826,Millworks Technologies Ltd,INE1SRC01010,BSE SME,MILLWORKS.BO
MISHDESIGN,BSE,544015,Mish Designs Ltd,INE0QI101019,BSE SME,MISHDESIGN.BO
MISQUITA,BSE,542801,Misquita Engineering Ltd,INE957W01025,BSE SME,MISQUITA.BO
MITTALSTL,BSE,544575,Mittal Sections Ltd,INE833Q01012,BSE SME,MITTALSTL.BO
MNFL,BSE,544623,Mother Nutri Foods Ltd,INE0UH001016,BSE SME,MNFL.BO
MONIKA,BSE,544451,Monika Alcobev Ltd,INE0LCG01010,BSE SME,MONIKA.BO
MPKSTEELS,BSE,544553,M P K Steels (I) Ltd,INE1PJP01015,BSE SME,MPKSTEELS.BO
MRP,BSE,543262,MRP Agro Ltd,INE0D7801012,BSE SME,MRP.BO
MRTX,BSE,544773,Merritronix Ltd,INE1RQS01010,BSE SME,MRTX.BO
MSAFE,BSE,544695,Msafe Equipments Ltd,INE2B5L01011,BSE SME,MSAFE.BO
MSECL,BSE,544453,Monarch Surveyors and Engineering Consultants Ltd,INE0V0L01028,BSE SME,MSECL.BO
MTL,BSE,544751,Mehul Telecom Ltd,INE1K0V01011,BSE SME,MTL.BO
NACDAC,BSE,544313,NACDAC Infrastructure Ltd,INE0LB101011,BSE SME,NACDAC.BO
NANTA,BSE,544668,Nanta Tech Ltd,INE0YJA01011,BSE SME,NANTA.BO
NAPSGLOBAL,BSE,544373,NAPS Global India Ltd,INE0VNH01014,BSE SME,NAPSGLOBAL.BO
NARMADESH,BSE,544680,Narmadesh Brass Industries Ltd,INE0S1B01014,BSE SME,NARMADESH.BO
NAVIGANT,BSE,539521,Navigant Corporate Advisors Ltd,INE364T01012,BSE SME,NAVIGANT.BO
NCML,BSE,544510,Nilachal Carbo Metalicks Ltd,INE346R01013,BSE SME,NCML.BO
NEETUYOSHI,BSE,544434,Neetu Yoshi Ltd,INE0UZO01024,BSE SME,NEETUYOSHI.BO
NEPLOG,BSE,544663,Neptune Logitek Ltd,INE1NQ501012,BSE SME,NEPLOG.BO
NEXXUS,BSE,544265,Nexxus Petro Industries Ltd,INE0QUL01011,BSE SME,NEXXUS.BO
NHL,BSE,544245,Naturewings Holidays Ltd,INE0N4701016,BSE SME,NHL.BO
NIRMITEE,BSE,543194,Nirmitee Robotics India Ltd,INE0CPQ01010,BSE SME,NIRMITEE.BO
NISMGMT,BSE,544495,NIS Management Ltd,INE0M3X01010,BSE SME,NISMGMT.BO
NISUS,BSE,544296,Nisus Finance Services Co Ltd,INE0DQN01013,BSE SME,NISUS.BO
NOVATEOR,BSE,542771,Novateor Research Laboratories Ltd,INE08JY01013,BSE SME,NOVATEOR.BO
NOVUS,BSE,544735,Novus Loyalty Ltd,INE1TFS01019,BSE SME,NOVUS.BO
NPFL,BSE,544269,Neopolitan Pizza And Foods Ltd,INE471R01019,BSE SME,NPFL.BO
NSBBPO,BSE,544571,NSB BPO Solutions Ltd,INE0SLP01017,BSE SME,NSBBPO.BO
NUKLEUS,BSE,544370,Nukleus Office Solutions Ltd,INE0VYX01018,BSE SME,NUKLEUS.BO
NVENTURES,BSE,543522,Nanavati Ventures Ltd,INE0E5R01017,BSE SME,NVENTURES.BO
OCTAWARE,BSE,540416,Octaware Technologies Ltd,INE208U01019,BSE SME,OCTAWARE.BO
OLATECH,BSE,543578,Olatech Solutions Ltd,INE0M3901015,BSE SME,OLATECH.BO
OML,BSE,544559,Om Metallogic Ltd,INE0R8Q01018,BSE SME,OML.BO
OMNIPOTENT,BSE,543400,Omnipotent Industries Ltd,INE0JFE01012,BSE SME,OMNIPOTENT.BO
ONEINDIG,BSE,544852,Oneindig Technologies Ltd,INE0UR501013,BSE SME,ONEINDIG.BO
OPCHAINS,BSE,539116,O. P. Chains Ltd,INE118Q01018,BSE SME,OPCHAINS.BO
ORGANICREC,BSE,543997,Organic Recycling Systems Ltd,INE0MIO01019,BSE SME,ORGANICREC.BO
OVAL,BSE,544498,Oval Projects Engineering Ltd,INE0RTI01017,BSE SME,OVAL.BO
PACE,BSE,543637,Pace E-Commerce Ventures Ltd,INE0N1L01018,BSE SME,PACE.BO
PAJSON,BSE,544657,Pajson Agro India Ltd,INE14LM01012,BSE SME,PAJSON.BO
PANHR,BSE,544698,PAN HR Solution Ltd,INE1N9E01015,BSE SME,PANHR.BO
PARMESHWAR,BSE,544330,Parmeshwar Metal Ltd,INE0QQJ01021,BSE SME,PARMESHWAR.BO
PATELCHEM,BSE,544460,Patel Chem Specialities Ltd,INE161701011,BSE SME,PATELCHEM.BO
PATRON,BSE,543798,Patron Exim Ltd,INE0NPA01011,BSE SME,PATRON.BO
PBFL,BSE,539352,P. B. Films Ltd,INE212Q01019,BSE SME,PBFL.BO
PCL,BSE,543814,Prospect Consumer Products Ltd,INE0OKG01017,BSE SME,PCL.BO
PECOS,BSE,539273,Pecos Hotels and Pubs Ltd,INE484S01010,BSE SME,PECOS.BO
PESB,BSE,544141,Pune E - Stock Broking Ltd,INE510U01018,BSE SME,PESB.BO
PFL,BSE,544259,Popular Foundations Ltd,INE0PZB01013,BSE SME,PFL.BO
PGCRL,BSE,543540,Pearl Green Clubs and Resorts Ltd,INE0GTX01019,BSE SME,PGCRL.BO
PIOTEX,BSE,544178,Piotex Industries Ltd,INE0R4W01015,BSE SME,PIOTEX.BO
PJL,BSE,539401,Patdiam Jewellery Ltd,INE473T01011,BSE SME,PJL.BO
POBS,BSE,543352,PlatinumOne Business Services Ltd,INE0DTJ01015,BSE SME,POBS.BO
POLYMAC,BSE,537573,Polymac Thermoformers Ltd,INE826P01018,BSE SME,POLYMAC.BO
PPARIVAH,BSE,544383,Paradeep Parivahan Ltd,INE0SMW01011,BSE SME,PPARIVAH.BO
PPEL,BSE,544844,Poojaa Precision Engg. Ltd,INE288301026,BSE SME,PPEL.BO
PRARUH,BSE,544538,Praruh Technologies Ltd,INE0TI501017,BSE SME,PRARUH.BO
PREVEST,BSE,543363,Prevest Denpro Ltd,INE0GAO01018,BSE SME,PREVEST.BO
PRODOCS,BSE,544643,Prodocs Solutions Ltd,INE10XK01019,BSE SME,PRODOCS.BO
PROMAX,BSE,543375,Promax Power Ltd,INE0I2F01015,BSE SME,PROMAX.BO
PSPL,BSE,544378,PDP Shipping & Projects Ltd,INE0ABU01016,BSE SME,PSPL.BO
PURPLEWAVE,BSE,544627,Purple Wave Infocom Ltd,INE0VDK01019,BSE SME,PURPLEWAVE.BO
PYXISFIN,BSE,534109,Pyxis Finvest Ltd,INE883L01018,BSE SME,PYXISFIN.BO
QLL,BSE,544091,Qualitek Labs Ltd,INE0Q1R01012,BSE SME,QLL.BO
QRIL,BSE,543460,Quality RO Industries Ltd,INE0KAF01018,BSE SME,QRIL.BO
QUESTFLOW,BSE,543982,Quest Flow Controls Ltd,INE0OYE01013,BSE SME,QUESTFLOW.BO
RACHIT,BSE,544503,Rachit Prints Ltd,INE0ZN101029,BSE SME,RACHIT.BO
RACONTEUR,BSE,541703,Raconteur Global Resources Ltd,INE00WY01013,BSE SME,RACONTEUR.BO
RAFL,BSE,538921,Raghuvansh Agrofarms Ltd,INE865P01016,BSE SME,RAFL.BO
RAJESH,BSE,544291,Rajesh Power Services Ltd,INE0VN801010,BSE SME,RAJESH.BO
RAL,BSE,544236,Resourceful Automobile Ltd,INE0SK201011,BSE SME,RAL.BO
RANJEET,BSE,541945,Ranjeet Mechatronics Ltd,INE01A501027,BSE SME,RANJEET.BO
RAPID,BSE,544237,Rapid Multimodal logistics Ltd,INE0QA901010,BSE SME,RAPID.BO
RAVEL,BSE,544629,Ravelcare Ltd,INE0W4D01018,BSE SME,RAVEL.BO
RCAN,BSE,543285,Rajeshwari Cans Ltd,INE0CQ101015,BSE SME,RCAN.BO
RDEL,BSE,544640,Riddhi Display Equipments Ltd,INE1DKT01011,BSE SME,RDEL.BO
RDGAIL,BSE,544552,Rukmani Devi Garg Agro Impex Ltd,INE0S5T01017,BSE SME,RDGAIL.BO
RECODE,BSE,544755,Recode Studios Ltd,INE2B6701015,BSE SME,RECODE.BO
REETECH,BSE,543617,Reetech International Ltd,INE0MKO01015,BSE SME,REETECH.BO
REPONO,BSE,544463,Repono Ltd,INE15WN01014,BSE SME,REPONO.BO
RESGEN,BSE,543805,Resgen Ltd,INE0NYN01016,BSE SME,RESGEN.BO
RETAGGIO,BSE,544391,Retaggio Industries Ltd,INE0KWJ01014,BSE SME,RETAGGIO.BO
RETINA,BSE,543902,Retina Paints Ltd,INE0NTC01019,BSE SME,RETINA.BO
REXSEAL,BSE,543744,Rex Sealing and Packing Industries Ltd,INE0MFT01014,BSE SME,REXSEAL.BO
RFIL,BSE,544771,Rajnandini Fashion India Ltd,INE1GM501015,BSE SME,RFIL.BO
RIKHAV,BSE,544340,Rikhav Securities Ltd,INE0CFH01028,BSE SME,RIKHAV.BO
RITHWIKFMS,BSE,540843,Rithwik Facility Management Services Ltd,INE819Y01015,BSE SME,RITHWIKFMS.BO
RIYAASAT,BSE,544804,Riyaasat Lifestyle Ltd,INE0KYI01012,BSE SME,RIYAASAT.BO
ROBU,BSE,543787,Macfos Ltd,INE0OLH01013,BSE SME,ROBU.BO
RONI,BSE,542145,Roni Households Ltd,INE02AP01013,BSE SME,RONI.BO
ROOPSHRI,BSE,542599,Roopshri Resorts Ltd,INE03WT01017,BSE SME,ROOPSHRI.BO
ROYAL,BSE,544143,Royal Sense Ltd,INE0QQG01019,BSE SME,ROYAL.BO
RSTL,BSE,540082,Riddhi Steel and Tube Ltd,INE367U01013,BSE SME,RSTL.BO
RUDRAGAS,BSE,544121,Rudra Gas Enterprise Ltd,INE0OYK01010,BSE SME,RUDRAGAS.BO
SAFE,BSE,544257,Sodhani Academy of Fintech Enablers Ltd,INE0Q3401017,BSE SME,SAFE.BO
SAFECURE,BSE,544596,Safecure Services Ltd,INE0SVZ01015,BSE SME,SAFECURE.BO
SAILANI,BSE,543541,Sailani Tours N Travels Ltd,INE0KHQ01010,BSE SME,SAILANI.BO
SAMPAT,BSE,544520,Sampat Aluminium Ltd,INE10XS01012,BSE SME,SAMPAT.BO
SANCODE,BSE,543897,Sancode Technologies Ltd,INE0P7001013,BSE SME,SANCODE.BO
SATTRIX,BSE,544189,Sattrix Information Security Ltd,INE0QUV01010,BSE SME,SATTRIX.BO
SBLI,BSE,543366,SBL Infratech Ltd,INE0DLM01024,BSE SME,SBLI.BO
SBRANDS,BSE,540782,Sanghvi Brands Ltd,INE204Y01010,BSE SME,SBRANDS.BO
SBVCL,BSE,544074,Shri Balaji Valve Components Ltd,INE0RNZ01014,BSE SME,SBVCL.BO
SCARNOSE,BSE,543537,Scarnose International Ltd,INE0IXR01019,BSE SME,SCARNOSE.BO
SCDL,BSE,544746,Safety Controls & Devices Ltd,INE0UMH01018,BSE SME,SCDL.BO
SDC,BSE,535647,SDC Techmedia Ltd,INE807O01011,BSE SME,SDC.BO
SEALMATIC,BSE,543782,Sealmatic India Ltd,INE0O4601016,BSE SME,SEALMATIC.BO
SEEMAX,BSE,544813,Seemax Resources Ltd,INE1EVO01017,BSE SME,SEEMAX.BO
SEML,BSE,543515,Sunrise Efficient Marketing Ltd,INE0KPY01017,BSE SME,SEML.BO
SEVL,BSE,544428,Supertech Ev Ltd,INE0SC101013,BSE SME,SEVL.BO
SFSL,BSE,543519,Shashwat Furnishing Solutions Ltd,INE0JMN01019,BSE SME,SFSL.BO
SGFRL,BSE,543391,Suyog Gurbaxani Funicular Ropeways Ltd,INE07GA01011,BSE SME,SGFRL.BO
SHANMUGA,BSE,544365,Shanmuga Hospital Ltd,INE0TD301017,BSE SME,SHANMUGA.BO
SHANTIDENM,BSE,544059,Shanti Spintex Ltd,INE0QZQ01019,BSE SME,SHANTIDENM.BO
SHANTIGURU,BSE,534708,Shanti Guru Industries Ltd,INE892L01019,BSE SME,SHANTIGURU.BO
SHARVAYA,BSE,544506,Sharvaya Metals Ltd,INE0UJF01018,BSE SME,SHARVAYA.BO
SHAYONAENG,BSE,544686,Shayona Engineering Ltd,INE0UCL01011,BSE SME,SHAYONAENG.BO
SHELTER,BSE,543963,Shelter Pharma Ltd,INE013V01011,BSE SME,SHELTER.BO
SHINEFASH,BSE,543244,Shine Fashions (India) Ltd,INE0BLY01023,BSE SME,SHINEFASH.BO
SHIPWAVES,BSE,544646,Shipwaves Online Ltd,INE0O9L01010,BSE SME,SHIPWAVES.BO
SHIVAEXPO,BSE,540072,Shiva Granito Export Ltd,INE191V01015,BSE SME,SHIVAEXPO.BO
SHIVAM,BSE,544165,Shivam Chemicals Ltd,INE0SGR01013,BSE SME,SHIVAM.BO
SHIVTEXCHEM,BSE,544272,Shiv Texchem Ltd,INE0YRO01015,BSE SME,SHIVTEXCHEM.BO
SHLOKKA,BSE,544582,Shlokka Dyes Ltd,INE1EUB01016,BSE SME,SHLOKKA.BO
SHOORA,BSE,543970,Shoora Designs Ltd,INE0OJZ01019,BSE SME,SHOORA.BO
SHREE,BSE,544083,Shree Marutinandan Tubes Ltd,INE0QIS01011,BSE SME,SHREE.BO
SHREENATH,BSE,544372,Shreenath Paper Products Ltd,INE0RXS01018,BSE SME,SHREENATH.BO
SHREEREF,BSE,544458,Shree Refrigerations Ltd,INE0FMZ01045,BSE SME,SHREEREF.BO
SHREESHAY,BSE,541112,Shreeshay Engineers Ltd,INE452Z01012,BSE SME,SHREESHAY.BO
SHTL,BSE,544607,Shining Tools Ltd,INE0D8001018,BSE SME,SHTL.BO
SIHORA,BSE,544585,Sihora Industries Ltd,INE0SFA01011,BSE SME,SIHORA.BO
SILL,BSE,544810,Sampark India Logistics Ltd,INE147701010,BSE SME,SILL.BO
SILVERPRL,BSE,543536,Silver Pearl Hospitality & Luxury Spaces Ltd,INE0KXN01014,BSE SME,SILVERPRL.BO
SIROHIA,BSE,538667,Sirohia & Sons Ltd,INE785O01019,BSE SME,SIROHIA.BO
SISL,BSE,543598,Shantidoot Infra Services Ltd,INE0LU301014,BSE SME,SISL.BO
SIYARAM,BSE,544047,Siyaram Recycling Industries Ltd,INE0QSK01017,BSE SME,SIYARAM.BO
SKIEL,BSE,542728,SK International Export Ltd,INE04ST01013,BSE SME,SKIEL.BO
SKIFL,BSE,542146,Shree Krishna Infrastructure Ltd,INE951Z01013,BSE SME,SKIFL.BO
SKL,BSE,540269,Super Fine Knitters Ltd,INE459U01018,BSE SME,SKL.BO
SKM,BSE,544584,SK Minerals & Additives Ltd,INE13YH01017,BSE SME,SKM.BO
SMARITIME,BSE,544056,Sahara Maritime Ltd,INE0PSJ01011,BSE SME,SMARITIME.BO
SMAUTO,BSE,543065,SM Auto Stamping Ltd,INE0C4I01011,BSE SME,SMAUTO.BO
SMEL,BSE,541799,Sungold Media and Entertainment Ltd,INE266S01011,BSE SME,SMEL.BO
SMR,BSE,544774,SMR Jewels Ltd,INE11XK01017,BSE SME,SMR.BO
SODHACAP,BSE,544560,Sodhani Capital Ltd,INE0QU501030,BSE SME,SODHACAP.BO
SOLARIUM,BSE,544354,Solarium Green Energy Ltd,INE0W0H01017,BSE SME,SOLARIUM.BO
SOLVEX,BSE,544539,Solvex Edibles Ltd,INE1IIQ01028,BSE SME,SOLVEX.BO
SONALIS,BSE,543924,Sonalis Consumer Products Ltd,INE0N5O01013,BSE SME,SONALIS.BO
SOTEFIN,BSE,544832,Sotefin Bharat Ltd,INE12Z301012,BSE SME,SOTEFIN.BO
SPINAROO,BSE,544392,Spinaroo Commercial Ltd,INE10XX01012,BSE SME,SPINAROO.BO
SPITZE,BSE,543464,Maruti Interior Products Ltd,INE0JSJ01014,BSE SME,SPITZE.BO
SPL,BSE,544035,Swashthik Plascon Ltd,INE0RDR01012,BSE SME,SPL.BO
SPML,BSE,544738,Speciality Medicines Ltd,INE0R0M01014,BSE SME,SPML.BO
SRGFFL,BSE,536710,SRG Fingrow Finance Ltd,INE326P01019,BSE SME,SRGFFL.BO
SRIGEE,BSE,544399,Srigee Dlm Ltd,INE0RJ901010,BSE SME,SRIGEE.BO
SRSOLTD,BSE,543615,Silicon Rental Solutions Ltd,INE0MNV01014,BSE SME,SRSOLTD.BO
SSL,BSE,544251,Share Samadhan Ltd,INE0LY301010,BSE SME,SSL.BO
SSMD,BSE,544621,SSMD Agrotech India Ltd,INE1U2R01013,BSE SME,SSMD.BO
SSPNFIN,BSE,539026,SSPN Finance Ltd,INE820R01017,BSE SME,SSPNFIN.BO
SSPRL,BSE,544840,Silverstorm Parks And Resorts Ltd,INE1EJ401023,BSE SME,SSPRL.BO
SSTL,BSE,543461,Safa Systems & Technologies Ltd,INE0JNA01014,BSE SME,SSTL.BO
STAL,BSE,544171,Storage Technologies and Automation Ltd,INE0RGM01016,BSE SME,STAL.BO
STANBIK,BSE,544659,Stanbik Agro Ltd,INE16QA01011,BSE SME,STANBIK.BO
STARIMAGIN,BSE,544482,Star Imaging And Path Lab Ltd,INE0YG001013,BSE SME,STARIMAGIN.BO
STELLAR,BSE,536738,Stellar Capital Services Ltd,INE325P01011,BSE SME,STELLAR.BO
STML,BSE,543622,Steelman Telecom Ltd,INE0MSK01016,BSE SME,STML.BO
SUBAM,BSE,544267,Subam Papers Ltd,INE0U6201010,BSE SME,SUBAM.BO
SUDARSHAN,BSE,543828,Sudarshan Pharma Industries Ltd,INE00TV01023,BSE SME,SUDARSHAN.BO
SUGSLLOYD,BSE,544501,Sugs Lloyd Ltd,INE0XX801016,BSE SME,SUGSLLOYD.BO
SUNITATOOL,BSE,544001,Sunita Tools Ltd,INE0Q1S01010,BSE SME,SUNITATOOL.BO
SUNRETAIL,BSE,542025,Sun Retail Ltd,INE206Z01020,BSE SME,SUNRETAIL.BO
SUNSKY,BSE,544566,Sunsky Logistics Ltd,INE10CM01027,BSE SME,SUNSKY.BO
SUPERIRON,BSE,544381,Super Iron Foundry Ltd,INE16IQ01014,BSE SME,SUPERIRON.BO
SUPERSHAKT,BSE,541701,Supershakti Metaliks Ltd,INE00SY01011,BSE SME,SUPERSHAKT.BO
SUSAN,BSE,544793,Susan Electricals India Ltd,INE2L0V01019,BSE SME,SUSAN.BO
SVJ,BSE,543799,S. V. J. ENTERPRISES Ltd,INE0JZS01010,BSE SME,SVJ.BO
SVS,BSE,543745,SVS Ventures Ltd,INE0MID01012,BSE SME,SVS.BO
SWANAGRO,BSE,544082,New Swan Multitech Ltd,INE0GEN01012,BSE SME,SWANAGRO.BO
SWASTH,BSE,544368,Swasth Foodtech India Ltd,INE0TIR01017,BSE SME,SWASTH.BO
SWASTIKAAL,BSE,544452,Swastika Castal Ltd,INE0PTF01017,BSE SME,SWASTIKAAL.BO
SYSTEMATIC,BSE,544541,Systematic Industries Ltd,INE1KLZ01011,BSE SME,SYSTEMATIC.BO
TAKYON,BSE,544471,Takyon Networks Ltd,INE14OX01013,BSE SME,TAKYON.BO
TANVI,BSE,540332,Tanvi Foods (India) Ltd,INE978V01015,BSE SME,TANVI.BO
TARINI,BSE,538496,Tarini International Ltd,INE849M01017,BSE SME,TARINI.BO
TECHKGREEN,BSE,543991,Techknowgreen Solutions Ltd,INE0P4P01011,BSE SME,TECHKGREEN.BO
TECHNICHEM,BSE,544327,Technichem Organics Ltd,INE0ZHT01012,BSE SME,TECHNICHEM.BO
TECHNOPACK,BSE,543656,Technopack Polymers Ltd,INE0MXP01015,BSE SME,TECHNOPACK.BO
TELGE,BSE,544544,Telge Projects Ltd,INE0SRP01014,BSE SME,TELGE.BO
TGIF,BSE,544175,TGIF Agribusiness Ltd,INE0SMU01015,BSE SME,TGIF.BO
THREEMPAPE,BSE,544214,Three M Paper Boards Ltd,INE0UK501010,BSE SME,THREEMPAPE.BO
TIMESGREEN,BSE,543310,Times Green Energy (India) Ltd,INE0B6101012,BSE SME,TIMESGREEN.BO
TIPCO,BSE,544740,Tipco Engineering India Ltd,INE1U6D01014,BSE SME,TIPCO.BO
TITAANIUM,BSE,539985,Titaanium Ten Enterprise Ltd,INE120V01014,BSE SME,TITAANIUM.BO
TLL,BSE,543616,Trident Lifeline Ltd,INE0MKA01014,BSE SME,TLL.BO
TRADEUNO,BSE,544594,Game Changers Texfab Ltd,INE1GUJ01014,BSE SME,TRADEUNO.BO
TRANSPACT,BSE,542765,Transpact Enterprises Ltd,INE06YD01010,BSE SME,TRANSPACT.BO
TRANSVOY,BSE,543754,Transvoy Logistics India Ltd,INE0MPU01011,BSE SME,TRANSVOY.BO
TRAVELS,BSE,544242,Travels & Rentals Ltd,INE0SG001011,BSE SME,TRAVELS.BO
TRUECOLORS,BSE,544531,True Colors Ltd,INE1LDV01015,BSE SME,TRUECOLORS.BO
TTC,BSE,544303,Toss The Coin Ltd,INE0XAY01012,BSE SME,TTC.BO
UHMVL,BSE,544779,UHM Vacation Ltd,INE0YZ901011,BSE SME,UHMVL.BO
UML,BSE,544464,Umiya Mobile Ltd,INE1P1A01018,BSE SME,UML.BO
UNIFIED,BSE,544406,Unified Data Tech Solutions Ltd,INE1ABX01018,BSE SME,UNIFIED.BO
UNISEM,BSE,544648,Unisem Agritech Ltd,INE1FHV01026,BSE SME,UNISEM.BO
UNISHIRE,BSE,537582,Unishire Urban Infra Ltd,INE210P01015,BSE SME,UNISHIRE.BO
VAHH,BSE,544778,Vahh Chemicals Ltd,INE0H3U01013,BSE SME,VAHH.BO
VALENCIA,BSE,542910,Valencia Nutrition Ltd,INE08RT01016,BSE SME,VALENCIA.BO
VALINDIA,BSE,544433,Valencia India Ltd,INE130701019,BSE SME,VALINDIA.BO
VALPLAST,BSE,544565,Valplast Technologies Ltd,INE0QP701017,BSE SME,VALPLAST.BO
VANDAN,BSE,544436,Vandan Foods Ltd,INE0RDJ01019,BSE SME,VANDAN.BO
VANDU,BSE,544329,Leo Dryfruits & Spices Trading Ltd,INE0RH001011,BSE SME,VANDU.BO
VANTABIO,BSE,540729,Vanta Bioscience Ltd,INE695X01011,BSE SME,VANTABIO.BO
VARYAA,BSE,544168,Varyaa Creations Ltd,INE0R6801013,BSE SME,VARYAA.BO
VASHISHTHA,BSE,544508,Vashishtha Luxury Fashion Ltd,INE0WRP01016,BSE SME,VASHISHTHA.BO
VEDANTASSET,BSE,543623,Vedant Asset Ltd,INE0NC801013,BSE SME,VEDANTASSET.BO
VEEFIN,BSE,543931,Veefin Solutions Ltd,INE0Q0M01015,BSE SME,VEEFIN.BO
VEERKRUPA,BSE,543545,Veerkrupa Jewellers Ltd,INE0ID001024,BSE SME,VEERKRUPA.BO
VIVAA,BSE,544002,Vivaa Tradecom Ltd,INE0PA601017,BSE SME,VIVAA.BO
VPAL,BSE,544765,Vegorama Punjabi Angithi Ltd,INE1L3801017,BSE SME,VPAL.BO
VPL,BSE,544011,Vrundavan Plantation Ltd,INE0Q6901013,BSE SME,VPL.BO
VRUDDHI,BSE,544157,Vruddhi Engineering Works Ltd,INE0OMZ01013,BSE SME,VRUDDHI.BO
VVIPIL,BSE,544219,VVIP Infratech Ltd,INE0MNP01016,BSE SME,VVIPIL.BO
WAA,BSE,541445,Waa Solar Ltd,INE799N01012,BSE SME,WAA.BO
WAAREE,BSE,539337,Waaree Technologies Ltd,INE725P01012,BSE SME,WAAREE.BO
WEBSL,BSE,780016,Web Element Solutions Ltd,INE562Q01017,BSE SME,WEBSL.BO
WORKMATES,BSE,544610,Workmates Core2Cloud Solution Ltd,INE1I1301016,BSE SME,WORKMATES.BO
WOSAL,BSE,544636,Western Overseas Study Abroad Ltd,INE1MF401019,BSE SME,WOSAL.BO
YAASHVI,BSE,544770,Yaashvi Jewellers Ltd,INE1T6L01010,BSE SME,YAASHVI.BO
YAJUR,BSE,544676,Yajur Fibres Ltd,INE0CNJ01010,BSE SME,YAJUR.BO
YASHHTEJ,BSE,544708,Yashhtej Industries (India) Ltd,INE1O6P01016,BSE SME,YASHHTEJ.BO
YASHHV,BSE,544310,Yash Highvoltage Ltd,INE00GK01023,BSE SME,YASHHV.BO
YUG,BSE,540550,Yug Decor Ltd,INE796W01019,BSE SME,YUG.BO
ZAPPFRESH,BSE,544568,DSM Fresh Foods Ltd,INE0SUM01015,BSE SME,ZAPPFRESH.BO
ZELIO,BSE,544563,Zelio E Mobility Ltd,INE1B3501014,BSE SME,ZELIO.BO
ZINEMA,BSE,538579,Zinema Media And Entertainment Ltd,INE641Q01019,BSE SME,ZINEMA.BO
AAKAAR,NSE,,Aakaar Medical Technologies Limited,INE1GYP01013,NSE Emerge,AAKAAR.NS
AARADHYA,NSE,,Aaradhya Disposal Industries Limited,INE124401014,NSE Emerge,AARADHYA.NS
AATMAJ,NSE,,Aatmaj Healthcare Limited,INE0OB201016,NSE Emerge,AATMAJ.NS
ABHAPOWER,NSE,,Abha Power and Steel Limited,INE0UYG01015,NSE Emerge,ABHAPOWER.NS
ABSMARINE,NSE,,ABS Marine Services Limited,INE0QRV01016,NSE Emerge,ABSMARINE.NS
ACCENTMIC,NSE,,Accent Microcell Limited,INE0Q5D01013,NSE Emerge,ACCENTMIC.NS
ACCORD,NSE,,Accord Synergy Limited,INE113X01015,NSE Emerge,ACCORD.NS
ACCPL,NSE,,Accretion Pharmaceuticals Limited,INE0T8T01010,NSE Emerge,ACCPL.NS
ACETEC,NSE,,Acetech E-Commerce Limited,INE1J6M01010,NSE Emerge,ACETEC.NS
ACTIVEINFR,NSE,,Active Infrastructures Limited,INE0KLO01025,NSE Emerge,ACTIVEINFR.NS
ADDICTIVE,NSE,,Addictive Learning Technology Limited,INE0RDH01021,NSE Emerge,ADDICTIVE.NS
ADISOFT,NSE,,Adisoft Technologies Limited,INE20PL01012,NSE Emerge,ADISOFT.NS
AERON,NSE,,Aeron Composite Limited,INE0WL801011,NSE Emerge,AERON.NS
AESTHETIK,NSE,,Aesthetik Engineers Limited,INE0TSF01011,NSE Emerge,AESTHETIK.NS
AGARWALFT,NSE,,Agarwal Float Glass India Limited,INE0MLA01012,NSE Emerge,AGARWALFT.NS
AGARWALTUF,NSE,,Agarwal Toughened Glass India Limited,INE0P8X01016,NSE Emerge,AGARWALTUF.NS
