Symbol,Exchange,ScripCode,Company Name,ISIN Code,Segment,YF
MEGAFLEX,NSE,,Mega Flex Plastics Limited,INE0G1D01014,NSE Emerge,MEGAFLEX.NS
MEGATHERM,NSE,,Megatherm Induction Limited,INE531R01010,NSE Emerge,MEGATHERM.NS
METALIC,NSE,,Metalic Technoforge Limited,INE1II801013,NSE Emerge,METALIC.NS
MGSL,NSE,,Matrix Geo Solutions Limited,INE132901013,NSE Emerge,MGSL.NS
MHHL,NSE,,Mohini Health & Hygiene Limited,INE450S01011,NSE Emerge,MHHL.NS
MICROPRO,NSE,,Micropro Software Solutions Limited,INE0PZK01014,NSE Emerge,MICROPRO.NS
MIEL,NSE,,Manglam Infra & Engineering Limited,INE0R3101011,NSE Emerge,MIEL.NS
MILTON,NSE,,Milton Industries Limited,INE376Y01016,NSE Emerge,MILTON.NS
MINDPOOL,NSE,,Mindpool Technologies Limited,INE00RQ01019,NSE Emerge,MINDPOOL.NS
MMEL,NSE,,Moving Media Entertainment Limited,INE0XM301010,NSE Emerge,MMEL.NS
MOBILISE,NSE,,Mobilise App Lab Limited,INE1YNB01019,NSE Emerge,MOBILISE.NS
MONOLITH,NSE,,Monolithisch India Limited,INE1DV401010,NSE Emerge,MONOLITH.NS
MONOPHARMA,NSE,,Mono Pharmacare Limited,INE0OIP01012,NSE Emerge,MONOPHARMA.NS
MOS,NSE,,Mos Utility Limited,INE0N7S01028,NSE Emerge,MOS.NS
MOXSH,NSE,,Moxsh Overseas Educon Limited,INE0N6D01014,NSE Emerge,MOXSH.NS
MPEL,NSE,,Manas Polymers and Energies Limited,INE0U4H01011,NSE Emerge,MPEL.NS
MPTODAY,NSE,,Madhya Pradesh Today Media Limited,INE105Y01019,NSE Emerge,MPTODAY.NS
MRIL,NSE,,Mahendra Realtors & Infrastructure Limited,INE632Q01018,NSE Emerge,MRIL.NS
MUNISH,NSE,,Munish Forge Limited,INE1K8Y01018,NSE Emerge,MUNISH.NS
MVKAGRO,NSE,,M.V.K. Agro Food Product Limited,INE0SGC01015,NSE Emerge,MVKAGRO.NS
MYMUDRA,NSE,,My Mudra Fincorp Limited,INE0RVQ01016,NSE Emerge,MYMUDRA.NS
NAMAN,NSE,,Naman Industries Proxima Limited,INE0RJM01010,NSE Emerge,NAMAN.NS
NAMOEWASTE,NSE,,Namo eWaste Management Limited,INE08NZ01012,NSE Emerge,NAMOEWASTE.NS
NEELAM,NSE,,Neelam Linens and Garments (India) Limited,INE0N1401016,NSE Emerge,NEELAM.NS
NEOCHEM,NSE,,Neochem Bio Solutions Limited,INE21UM01018,NSE Emerge,NEOCHEM.NS
NEPHROCARE,NSE,,Nephro Care India Limited,INE0SUN01013,NSE Emerge,NEPHROCARE.NS
NEPTUNE,NSE,,Neptune Petrochemicals Limited,INE156901014,NSE Emerge,NEPTUNE.NS
NEWJAISA,NSE,,Newjaisa Technologies Limited,INE0PW501021,NSE Emerge,NEWJAISA.NS
NFPSAMPOOR,NSE,,NFP Sampoorna Foods Limited,INE0T1501010,NSE Emerge,NFPSAMPOOR.NS
NIDAN,NSE,,Nidan Laboratories and Healthcare Limited,INE0J6L01013,NSE Emerge,NIDAN.NS
NIKITA,NSE,,NIKITA GREENTECH RECYCLING LIMITED,INE0FLF01015,NSE Emerge,NIKITA.NS
NIRMAN,NSE,,Nirman Agri Genetics Limited,INE0OK701014,NSE Emerge,NIRMAN.NS
NMSTEEL,NSE,,Newmalayalam Steel Limited,INE0TP801012,NSE Emerge,NMSTEEL.NS
NRVANDANA,NSE,,N R Vandana Tex Industries Limited,INE104101014,NSE Emerge,NRVANDANA.NS
OBSCP,NSE,,OBSC Perfection Limited,INE0YHV01011,NSE Emerge,OBSCP.NS
OLIL,NSE,,Oneclick Logistics India Limited,INE0OPS01011,NSE Emerge,OLIL.NS
OMFURN,NSE,,Omfurn India Limited,INE338Y01016,NSE Emerge,OMFURN.NS
ONDOOR,NSE,,On Door Concepts Limited,INE00ER01015,NSE Emerge,ONDOOR.NS
ONYX,NSE,,Onyx Biotec Limited,INE0WVU01018,NSE Emerge,ONYX.NS
OPTIVALUE,NSE,,Optivalue Tek Consulting Limited,INE15B101011,NSE Emerge,OPTIVALUE.NS
ORIANA,NSE,,Oriana Power Limited,INE0OUT01019,NSE Emerge,ORIANA.NS
OSELDEVICE,NSE,,Osel Devices Limited,INE0RMF01018,NSE Emerge,OSELDEVICE.NS
OWAIS,NSE,,Owais Metal And Mineral Processing Limited,INE0R8M01017,NSE Emerge,OWAIS.NS
PARAGON,NSE,,Paragon Fine and Speciality Chemical Limited,INE0N4G01012,NSE Emerge,PARAGON.NS
PARAMATRIX,NSE,,Paramatrix Technologies Limited,INE0S2W01018,NSE Emerge,PARAMATRIX.NS
PARAMOUNT,NSE,,Paramount Dye Tec Limited,INE0TG801013,NSE Emerge,PARAMOUNT.NS
PARAMPARA,NSE,,PARAMPARA DAIRY DELIGHTS LIMITED,INE749Y01014,NSE Emerge,PARAMPARA.NS
PARIN,NSE,,Parin Enterprises Limited,INE00U801010,NSE Emerge,PARIN.NS
PARTH,NSE,,Parth Electricals & Engineering Limited,INE1H7V01011,NSE Emerge,PARTH.NS
PARTYCRUS,NSE,,Party Cruisers Limited,INE06ZX01015,NSE Emerge,PARTYCRUS.NS
PATILAUTOM,NSE,,Patil Automation Limited,INE17GV01016,NSE Emerge,PATILAUTOM.NS
PATTECH,NSE,,Pattech Fitwell Tube Components Limited,INE0NZW01014,NSE Emerge,PATTECH.NS
PCCL,NSE,,Petro Carbon and Chemicals Limited,INE998U01015,NSE Emerge,PCCL.NS
PELATRO,NSE,,Pelatro Limited,INE0VG601013,NSE Emerge,PELATRO.NS
PENTAGON,NSE,,Pentagon Rubber Limited,INE0ORS01017,NSE Emerge,PENTAGON.NS
PHANTOMFX,NSE,,Phantom Digital Effects Limited,INE0MLZ01019,NSE Emerge,PHANTOMFX.NS
PHOGLOBAL,NSE,,Phoenix Overseas Limited,INE0FPO01018,NSE Emerge,PHOGLOBAL.NS
PLADAINFO,NSE,,Plada Infotech Services Limited,INE0PXD01014,NSE Emerge,PLADAINFO.NS
POLYSIL,NSE,,Polysil Irrigation Systems Limited,INE517M01028,NSE Emerge,POLYSIL.NS
POSITRON,NSE,,Positron Energy Limited,INE0S3H01017,NSE Emerge,POSITRON.NS
PPSL,NSE,,Picturepost Studios Limited,INE0YAL01017,NSE Emerge,PPSL.NS
PRAMARA,NSE,,Pramara Promotions Limited,INE0O7A01017,NSE Emerge,PRAMARA.NS
PRANIK,NSE,,Pranik Logistics Limited,INE0VJG01014,NSE Emerge,PRANIK.NS
PRATHAM,NSE,,Pratham EPC Projects Limited,INE0QA601016,NSE Emerge,PRATHAM.NS
PRECISION,NSE,,Precision Metaliks Limited,INE0HKW01018,NSE Emerge,PRECISION.NS
PREMIUM,NSE,,Premium Plast Limited,INE0M1F01011,NSE Emerge,PREMIUM.NS
PRESSTONIC,NSE,,Presstonic Engineering Limited,INE0R1601012,NSE Emerge,PRESSTONIC.NS
PRIMECAB,NSE,,Prime Cable Industries Limited,INE0CQA01020,NSE Emerge,PRIMECAB.NS
PRITIKA,NSE,,Pritika Engineering Components Limited,INE0MJQ01020,NSE Emerge,PRITIKA.NS
PRIZOR,NSE,,Prizor Viztech Limited,INE0V9N01017,NSE Emerge,PRIZOR.NS
PRLIND,NSE,,Premier Roadlines Limited,INE0CFG01012,NSE Emerge,PRLIND.NS
PROFX,NSE,,Pro FX Tech Limited,INE0VJT01017,NSE Emerge,PROFX.NS
PROLIFE,NSE,,Prolife Industries Limited,INE994V01012,NSE Emerge,PROLIFE.NS
PROPEQUITY,NSE,,P. E. Analytics Limited,INE0KN801013,NSE Emerge,PROPEQUITY.NS
PROPSHOP,NSE,,Propshop Events and Exhibitions Limited,INE1FFX01018,NSE Emerge,PROPSHOP.NS
PROV,NSE,,Proventus Agrocom Limited,INE0ONE01016,NSE Emerge,PROV.NS
PSFL,NSE,,Paramount Speciality Forgings Limited,INE0Q6001012,NSE Emerge,PSFL.NS
PSRAJ,NSE,,P S Raj Steels Limited,INE0XUS01020,NSE Emerge,PSRAJ.NS
PULZ,NSE,,Pulz Electronics Limited,INE335X01014,NSE Emerge,PULZ.NS
PURPLEUTED,NSE,,Purple United Sales Limited,INE0P5R01014,NSE Emerge,PURPLEUTED.NS
PURVFLEXI,NSE,,Purv Flexipack Limited,INE0R6C01012,NSE Emerge,PURVFLEXI.NS
PUSHPA,NSE,,Pushpa Jewellers Limited,INE154801018,NSE Emerge,PUSHPA.NS
QFIL,NSE,,Quality Foils (India) Limited,INE0O1M01015,NSE Emerge,QFIL.NS
QLINE,NSE,,Q-Line Biotech Limited,INE1G2W01011,NSE Emerge,QLINE.NS
QUADPRO,NSE,,Quadpro Ites Limited,INE0GOJ01027,NSE Emerge,QUADPRO.NS
QUESTLAB,NSE,,Quest Laboratories Limited,INE0TNW01017,NSE Emerge,QUESTLAB.NS
QUICKTOUCH,NSE,,Quicktouch Technologies Limited,INE0K4D01020,NSE Emerge,QUICKTOUCH.NS
QVCEL,NSE,,QVC Exports Limited,INE0KZF01015,NSE Emerge,QVCEL.NS
RADIOWALLA,NSE,,Radiowalla Network Limited,INE430U01019,NSE Emerge,RADIOWALLA.NS
RAJINDLTD,NSE,,Rajputana Industries Limited,INE0PCU01012,NSE Emerge,RAJINDLTD.NS
RAJPUTANA,NSE,,Rajputana Biodiesel Limited,INE0VHU01019,NSE Emerge,RAJPUTANA.NS
RAPIDFLEET,NSE,,Rapid Fleet Management Services Limited,INE0QX901013,NSE Emerge,RAPIDFLEET.NS
RAPPID,NSE,,Rappid Valves (India) Limited,INE0MVO01012,NSE Emerge,RAPPID.NS
RBMINFRA,NSE,,Rbm Infracon Limited,INE0NA301016,NSE Emerge,RBMINFRA.NS
RBS,NSE,,Ramdevbaba Solvent Limited,INE0RJH01010,NSE Emerge,RBS.NS
RCDL,NSE,,Rajgor Castor Derivatives Limited,INE0BZQ01011,NSE Emerge,RCDL.NS
READYMIX,NSE,,Readymix Construction Machinery Limited,INE10QL01011,NSE Emerge,READYMIX.NS
REFRACTORY,NSE,,Refractory Shapes Limited,INE0TNX01015,NSE Emerge,REFRACTORY.NS
REMUS,NSE,,Remus Pharmaceuticals Limited,INE0O5T01011,NSE Emerge,REMUS.NS
REXPIPES,NSE,,Rex Pipes And Cables Industries Limited,INE00D001018,NSE Emerge,REXPIPES.NS
REXPRO,NSE,,Rexpro Enterprises Limited,INE113601012,NSE Emerge,REXPRO.NS
RFBL,NSE,,RFBL Flexi Pack Limited,INE0V2V01015,NSE Emerge,RFBL.NS
RICHA,NSE,,Richa Info Systems Limited,INE0J1P01015,NSE Emerge,RICHA.NS
RILINFRA,NSE,,Rachana Infrastructure Limited,INE02OY01016,NSE Emerge,RILINFRA.NS
RITEZONE,NSE,,Rite Zone Chemcon India Limited,INE0MRA01019,NSE Emerge,RITEZONE.NS
RNFI,NSE,,RNFI Services Limited,INE0SA001017,NSE Emerge,RNFI.NS
RNPL,NSE,,Renol Polychem Limited,INE0VZX01015,NSE Emerge,RNPL.NS
ROCKINGDCE,NSE,,Rockingdeals Circular Economy Limited,INE0PTR01012,NSE Emerge,ROCKINGDCE.NS
ROXHITECH,NSE,,Rox Hi Tech Limited,INE0PDJ01013,NSE Emerge,ROXHITECH.NS
ROYALARC,NSE,,Royal Arc Electrodes Limited,INE0EO401019,NSE Emerge,ROYALARC.NS
RTL,NSE,,Rama Telecom Limited,INE14W901010,NSE Emerge,RTL.NS
RULKA,NSE,,Rulka Electricals Limited,INE0R7301013,NSE Emerge,RULKA.NS
SAAKSHI,NSE,,Saakshi Medtech and Panels Limited,INE0PSK01027,NSE Emerge,SAAKSHI.NS
SABAR,NSE,,Sabar Flex India Limited,INE0DZ101013,NSE Emerge,SABAR.NS
SACHEEROME,NSE,,Sacheerome Limited,INE1ARD01016,NSE Emerge,SACHEEROME.NS
SADHAV,NSE,,Sadhav Shipping Limited,INE0K5H01010,NSE Emerge,SADHAV.NS
SAFEENTP,NSE,,Safe Enterprises Retail Fixtures Limited,INE17D601016,NSE Emerge,SAFEENTP.NS
SAHAJSOLAR,NSE,,Sahaj Solar Limited,INE0P4701011,NSE Emerge,SAHAJSOLAR.NS
SAHANA,NSE,,Sahana System Limited,INE0LEX01011,NSE Emerge,SAHANA.NS
SAHASRA,NSE,,Sahasra Electronic Solutions Limited,INE0RBQ01018,NSE Emerge,SAHASRA.NS
SAIFL,NSE,,Sameera Agro And Infra Limited,INE0PZA01015,NSE Emerge,SAIFL.NS
SAJHOTELS,NSE,,Saj Hotels Limited,INE00MT01022,NSE Emerge,SAJHOTELS.NS
SAMAY,NSE,,Samay Project Services Limited,INE124101010,NSE Emerge,SAMAY.NS
SANGANI,NSE,,Sangani Hospitals Limited,INE0OVI01010,NSE Emerge,SANGANI.NS
SAROJA,NSE,,Saroja Pharma Industries India Limited,INE0PCL01011,NSE Emerge,SAROJA.NS
SARTELE,NSE,,Sar Televenture Limited,INE0PUC01020,NSE Emerge,SARTELE.NS
SATECH,NSE,,S A Tech Software India Limited,INE0BSN01013,NSE Emerge,SATECH.NS
SATIPOLY,NSE,,Sati Poly Plast Limited,INE0RPM01017,NSE Emerge,SATIPOLY.NS
SATKARTAR,NSE,,Sat Kartar Life Limited,INE0NB801022,NSE Emerge,SATKARTAR.NS
SATTVAENGG,NSE,,Sattva Engineering Construction Limited,INE14DW01018,NSE Emerge,SATTVAENGG.NS
SAVY,NSE,,Savy Infra and Logistics Limited,INE0UCN01017,NSE Emerge,SAVY.NS
SAWALIYA,NSE,,Sawaliya Food Products Limited,INE10VS01016,NSE Emerge,SAWALIYA.NS
SCML,NSE,,Sharp Chucks and Machines Limited,INE460Q01014,NSE Emerge,SCML.NS
SDREAMS,NSE,,S D Retail Limited,INE0X6F01017,NSE Emerge,SDREAMS.NS
SEL,NSE,,Sungarner Energies Limited,INE0O3O01017,NSE Emerge,SEL.NS
SELLOWRAP,NSE,,Sellowrap Industries Limited,INE0IJF01013,NSE Emerge,SELLOWRAP.NS
SERVICE,NSE,,Service Care Limited,INE0P1Q01015,NSE Emerge,SERVICE.NS
SFML,NSE,,Supreme Facility Management Limited,INE0U6N01014,NSE Emerge,SFML.NS
SHAIVAL,NSE,,Shaival Reality Limited,INE262S01010,NSE Emerge,SHAIVAL.NS
SHANTHALA,NSE,,Shanthala FMCG Products Limited,INE0Q9Q01017,NSE Emerge,SHANTHALA.NS
SHEEL,NSE,,Sheel Biotech Limited,INE0YJV01017,NSE Emerge,SHEEL.NS
SHEETAL,NSE,,Sheetal Universal Limited,INE04VX01019,NSE Emerge,SHEETAL.NS
SHERA,NSE,,Shera Energy Limited,INE0MM001019,NSE Emerge,SHERA.NS
SHETHJI,NSE,,Shreeji Global FMCG Limited,INE1FL101016,NSE Emerge,SHETHJI.NS
SHIGAN,NSE,,Shigan Quantum Technologies Limited,INE03KJ01013,NSE Emerge,SHIGAN.NS
SHIVASHRIT,NSE,,Shivashrit Foods Limited,INE1DLF01018,NSE Emerge,SHIVASHRIT.NS
SHKSIL,NSE,,Shri Hare-Krishna Sponge Iron Limited,INE0NON01025,NSE Emerge,SHKSIL.NS
SHREEDHAR,NSE,,Shreedhar Spinners Limited,INE0K3301012,NSE Emerge,SHREEDHAR.NS
SHREEKARNI,NSE,,Shree Karni Fabcom Limited,INE0S4Y01010,NSE Emerge,SHREEKARNI.NS
SHREEOSFM,NSE,,Shree OSFM E-Mobility Limited,INE02S501018,NSE Emerge,SHREEOSFM.NS
SHRIAHIMSA,NSE,,Shri Ahimsa Naturals Limited,INE0DM401012,NSE Emerge,SHRIAHIMSA.NS
SHRIKANHA,NSE,,Shri Kanha Stainless Limited,INE1V4601019,NSE Emerge,SHRIKANHA.NS
SHRITECH,NSE,,Shri Techtex Limited,INE0OMF01015,NSE Emerge,SHRITECH.NS
SHUBHLAXMI,NSE,,Shubhlaxmi Jewel Art Limited,INE01Z401013,NSE Emerge,SHUBHLAXMI.NS
SHUBHSHREE,NSE,,Shubhshree Biofuels Energy Limited,INE0UL701015,NSE Emerge,SHUBHSHREE.NS
SHYAMDHANI,NSE,,Shyam Dhani Industries Limited,INE1CRP01016,NSE Emerge,SHYAMDHANI.NS
SIDDHICOTS,NSE,,Siddhi Cotspin Limited,INE0SVO01019,NSE Emerge,SIDDHICOTS.NS
SIDDHIKA,NSE,,Siddhika Coatings Limited,INE0A1E01018,NSE Emerge,SIDDHIKA.NS
SIGNORIA,NSE,,Signoria Creation Limited,INE0RDE01010,NSE Emerge,SIGNORIA.NS
SILKFLEX,NSE,,Silkflex Polymers (India) Limited,INE0STN01015,NSE Emerge,SILKFLEX.NS
SILKY,NSE,,Silky Overseas Limited,INE0SN801015,NSE Emerge,SILKY.NS
SIMCA,NSE,,Simca Advertising Limited,INE1K4J01018,NSE Emerge,SIMCA.NS
SJLOGISTIC,NSE,,S J Logistics (India) Limited,INE0F3301020,NSE Emerge,SJLOGISTIC.NS
SKP,NSE,,SKP Bearing Industries Limited,INE0KZA01016,NSE Emerge,SKP.NS
SLONE,NSE,,Slone Infosystems Limited,INE0SMA01017,NSE Emerge,SLONE.NS
SMARTEN,NSE,,Smarten Power Systems Limited,INE14GK01016,NSE Emerge,SMARTEN.NS
SMVD,NSE,,SMVD Poly Pack Limited,INE702Y01013,NSE Emerge,SMVD.NS
SNEHAA,NSE,,Snehaa Organics Limited,INE1OIC01018,NSE Emerge,SNEHAA.NS
SOCL,NSE,,Sundrex Oil Company Limited,INE0CTB01014,NSE Emerge,SOCL.NS
SONAMAC,NSE,,Sona Machinery Limited,INE0Q6H01012,NSE Emerge,SONAMAC.NS
SONUINFRA,NSE,,Sonu Infratech Limited,INE0JZA01018,NSE Emerge,SONUINFRA.NS
SOTAC,NSE,,Sotac Pharmaceuticals Limited,INE0O2D01012,NSE Emerge,SOTAC.NS
SPCL,NSE,,Shivalic Power Control Limited,INE0T7B01010,NSE Emerge,SPCL.NS
SPCON,NSE,,Srinibas Pradhan Constructions Limited,INE0TPJ01019,NSE Emerge,SPCON.NS
SPEB,NSE,,Speb Adhesives Limited,INE1CW901027,NSE Emerge,SPEB.NS
SPECTSTM,NSE,,Spectrum Talent Management Limited,INE0OL001018,NSE Emerge,SPECTSTM.NS
SPPPOLY,NSE,,SPP Polymer Limited,INE0QR801013,NSE Emerge,SPPPOLY.NS
SPRL,NSE,,Sp Refractories Limited,INE0JW501011,NSE Emerge,SPRL.NS
SPUNWEB,NSE,,Spunweb Nonwoven Limited,INE19QH01010,NSE Emerge,SPUNWEB.NS
SRIVASAVI,NSE,,Srivasavi Adhesive Tapes Limited,INE0NPI01014,NSE Emerge,SRIVASAVI.NS
SSEGL,NSE,,Sathlokhar Synergys E&C Global Limited,INE0RFP01011,NSE Emerge,SSEGL.NS
SSFL,NSE,,Srivari Spices And Foods Limited,INE0ON201012,NSE Emerge,SSFL.NS
STRIDERS,NSE,,Striders Impex Limited,INE1XWN01017,NSE Emerge,STRIDERS.NS
STUDIOLSD,NSE,,Studio LSD Limited,INE17VO01028,NSE Emerge,STUDIOLSD.NS
SUBAHOTELS,NSE,,Suba Hotels Limited,INE0RYR01018,NSE Emerge,SUBAHOTELS.NS
SUNLITE,NSE,,Sunlite Recycling Industries Limited,INE0U2N01013,NSE Emerge,SUNLITE.NS
SUNREST,NSE,,Sunrest Lifescience Limited,INE0PLZ01012,NSE Emerge,SUNREST.NS
SUNTECH,NSE,,Suntech Infra Solutions Limited,INE0SGZ01016,NSE Emerge,SUNTECH.NS
SUPREMEPWR,NSE,,Supreme Power Equipment Limited,INE0QHG01026,NSE Emerge,SUPREMEPWR.NS
SURANI,NSE,,Surani Steel Tubes Limited,INE01ZJ01015,NSE Emerge,SURANI.NS
SWARAJ,NSE,,Swaraj Suiting Limited,INE0GMR01016,NSE Emerge,SWARAJ.NS
SWASTIK,NSE,,Swastik Pipe Limited,INE0DGC01025,NSE Emerge,SWASTIK.NS
SYLVANPLY,NSE,,Sylvan Plyboard (India) Limited,INE01IH01015,NSE Emerge,SYLVANPLY.NS
SYNOPTICS,NSE,,Synoptics Technologies Limited,INE0BTR01012,NSE Emerge,SYNOPTICS.NS
SYSTANGO,NSE,,Systango Technologies Limited,INE0O7R01011,NSE Emerge,SYSTANGO.NS
TAC,NSE,,TAC Infosec Limited,INE0SOY01013,NSE Emerge,TAC.NS
TANKUP,NSE,,Tankup Engineers Limited,INE0Z7N01017,NSE Emerge,TANKUP.NS
TAPIFRUIT,NSE,,Tapi Fruit Processing Limited,INE0M7001010,NSE Emerge,TAPIFRUIT.NS
TAURIAN,NSE,,Taurian MPS Limited,INE0XWS01018,NSE Emerge,TAURIAN.NS
TBI,NSE,,TBI Corn Limited,INE0N2D01013,NSE Emerge,TBI.NS
TCL,NSE,,Thaai Casting Limited,INE0QJL01014,NSE Emerge,TCL.NS
TEAMTECH,NSE,,Teamtech Formwork Solutions Limited,INE2OL601013,NSE Emerge,TEAMTECH.NS
TECHD,NSE,,TechD Cybersecurity Limited,INE0Y5H01014,NSE Emerge,TECHD.NS
TECHERA,NSE,,TechEra Engineering (India) Limited,INE0JQS01019,NSE Emerge,TECHERA.NS
TECHLABS,NSE,,Trident Techlabs Limited,INE0QD201012,NSE Emerge,TECHLABS.NS
TEJA,NSE,,Teja Engineering Industries Limited,INE0R1301019,NSE Emerge,TEJA.NS
TEJASCARGO,NSE,,Tejas Cargo India Limited,INE17WC01013,NSE Emerge,TEJASCARGO.NS
TGL,NSE,,Teerth Gopicon Limited,INE0K6601012,NSE Emerge,TGL.NS
THESL,NSE,,Thinking Hats Entertainment Solutions Limited,INE0SHE01019,NSE Emerge,THESL.NS
TIMESCAN,NSE,,Timescan Logistics (India) Limited,INE0IJY01014,NSE Emerge,TIMESCAN.NS
TIRUPATI,NSE,,Shree Tirupati Balajee FIBC Limited,INE238Y01018,NSE Emerge,TIRUPATI.NS
TRANSTEEL,NSE,,Transteel Seating Technologies Limited,INE0NVI01020,NSE Emerge,TRANSTEEL.NS
TRANSWIND,NSE,,Transwind Infrastructures Limited,INE792X01016,NSE Emerge,TRANSWIND.NS
TRIDHYA,NSE,,Tridhya Tech Limited,INE0LWY01029,NSE Emerge,TRIDHYA.NS
TROM,NSE,,Trom Industries Limited,INE0SYV01018,NSE Emerge,TROM.NS
TRUST,NSE,,Trust Fintech Limited,INE0SWN01019,NSE Emerge,TRUST.NS
TSC,NSE,,TSC India Limited,INE16VK01010,NSE Emerge,TSC.NS
TUNWAL,NSE,,Tunwal E-Motors Limited,INE0OXV01027,NSE Emerge,TUNWAL.NS
UCL,NSE,,Ushanti Colour Chem Limited,INE00NI01015,NSE Emerge,UCL.NS
UHTL,NSE,,United Heat Transfer Limited,INE0SMR01011,NSE Emerge,UHTL.NS
UMA,NSE,,Uma Converter Limited,INE067901012,NSE Emerge,UMA.NS
UNIHEALTH,NSE,,Unihealth Hospitals Limited,INE0PRF01011,NSE Emerge,UNIHEALTH.NS
UNILEX,NSE,,Unilex Colours and Chemicals Limited,INE0B2801011,NSE Emerge,UNILEX.NS
URBAN,NSE,,Urban Enviro Waste Management Limited,INE0O0201019,NSE Emerge,URBAN.NS
USASEEDS,NSE,,Upsurge Seeds Of Agriculture Limited,INE0CBM01019,NSE Emerge,USASEEDS.NS
USHAFIN,NSE,,Usha Financial Services Limited,INE0LS001014,NSE Emerge,USHAFIN.NS
UTKAL,NSE,,Utkal Speciality Industries India Limited,INE1V1R01014,NSE Emerge,UTKAL.NS
UTSSAV,NSE,,Utssav CZ Gold Jewels Limited,INE06IJ01010,NSE Emerge,UTSSAV.NS
UWCSL,NSE,,Ultra Wiring Connectivity System Limited,INE00F301010,NSE Emerge,UWCSL.NS
VALUE360,NSE,,Value 360 Communications Limited,INE1E7Y01018,NSE Emerge,VALUE360.NS
VASA,NSE,,Vasa Retail and Overseas Ltd,INE068Z01016,NSE Emerge,VASA.NS
VDEAL,NSE,,Vdeal System Limited,INE0U2M01015,NSE Emerge,VDEAL.NS
VEEKAYEM,NSE,,Veekayem Fashion and Apparels Limited,INE0KTW01013,NSE Emerge,VEEKAYEM.NS
VELS,NSE,,Vels Film International Limited,INE0I3H01019,NSE Emerge,VELS.NS
VERA,NSE,,Vera Synthetic Limited,INE709Z01015,NSE Emerge,VERA.NS
VERITAAS,NSE,,Veritaas Advertising Limited,INE0SRI01019,NSE Emerge,VERITAAS.NS
VERTEXPLUS,NSE,,Vertexplus Technologies Limited,INE0NLB01018,NSE Emerge,VERTEXPLUS.NS
VGINFOTECH,NSE,,Virtual Galaxy Infotech Limited,INE0VRH01015,NSE Emerge,VGINFOTECH.NS
VIAZ,NSE,,Viaz Tyres Limited,INE0MO401019,NSE Emerge,VIAZ.NS
VICTORYEV,NSE,,Victory Electric Vehicles International Limited,INE0F8901022,NSE Emerge,VICTORYEV.NS
VIESL,NSE,,Vision Infra Equipment Solutions Limited,INE0TR001017,NSE Emerge,VIESL.NS
VIGOR,NSE,,Vigor Plast India Limited,INE1DM601016,NSE Emerge,VIGOR.NS
VIJAYPD,NSE,,Vijaypd Ceutical Limited,INE0WL901019,NSE Emerge,VIJAYPD.NS
VILAS,NSE,,Vilas Transcore Limited,INE0AZY01017,NSE Emerge,VILAS.NS
VILINBIO,NSE,,Vilin Bio Med Limited,INE0L4V01013,NSE Emerge,VILINBIO.NS
VINSYS,NSE,,Vinsys IT Services India Limited,INE0OSJ01014,NSE Emerge,VINSYS.NS
VINYAS,NSE,,Vinyas Innovative Technologies Limited,INE0OLS01010,NSE Emerge,VINYAS.NS
VISAMAN,NSE,,Visaman Global Sales Limited,INE0BHK01012,NSE Emerge,VISAMAN.NS
VISDEM,NSE,,Visdem Technosys Limited,INE0OWX01025,NSE Emerge,VISDEM.NS
VISHNUINFR,NSE,,Vishnusurya Projects and Infra Limited,INE0PQ001012,NSE Emerge,VISHNUINFR.NS
VISHWAS,NSE,,Vishwas Agri Seeds Limited,INE0S2E01016,NSE Emerge,VISHWAS.NS
VIVIDEL,NSE,,Vivid Electromech Limited,INE24H301028,NSE Emerge,VIVIDEL.NS
VIVO,NSE,,Vivo Collaboration Solutions Limited,INE0IA701014,NSE Emerge,VIVO.NS
VLINFRA,NSE,,V.L.Infraprojects Limited,INE0QXL01015,NSE Emerge,VLINFRA.NS
VMARCIND,NSE,,V Marc India Limited,INE0GXK01018,NSE Emerge,VMARCIND.NS
VMOBILE,NSE,,Vinit Mobile Limited,INE27V201011,NSE Emerge,VMOBILE.NS
VOLERCAR,NSE,,Voler Car Limited,INE241X01014,NSE Emerge,VOLERCAR.NS
VR,NSE,,V R Infraspace Limited,INE0QQM01017,NSE Emerge,VR.NS
VSCL,NSE,,Vadivarhe Speciality Chemicals Limited,INE551Q01028,NSE Emerge,VSCL.NS
WALPAR,NSE,,Walpar Nutritions Limited,INE0G2G01015,NSE Emerge,WALPAR.NS
WHITEFORCE,NSE,,Happy Square Outsourcing Services Limited,INE0TLP01015,NSE Emerge,WHITEFORCE.NS
WINNY,NSE,,Winny Immigration & Education Services Limited,INE0S9101013,NSE Emerge,WINNY.NS
WINSOL,NSE,,Winsol Engineers Limited,INE0S3D01016,NSE Emerge,WINSOL.NS
WOL3D,NSE,,Wol 3D India Limited,INE0OO201011,NSE Emerge,WOL3D.NS
WOMANCART,NSE,,Womancart Limited,INE0Q9601016,NSE Emerge,WOMANCART.NS
WTICAB,NSE,,Wise Travel India Limited,INE623Y01011,NSE Emerge,WTICAB.NS
YAAP,NSE,,Yaap Digital Limited,INE0U0J01015,NSE Emerge,YAAP.NS
YASHOPTICS,NSE,,Yash Optics & Lens Limited,INE0TO601017,NSE Emerge,YASHOPTICS.NS
